,bitfinex_MTS,bitfinex_OPEN,bitfinex_CLOSE,bitfinex_HIGH,bitfinex_LOW,bitfinex_VOLUME
337,2020/04/15 23:00,6722.230975,6633.72277,6726.26475,6620.5,678.0719869
338,2020/04/15 22:00,6743.1,6722.558038,6743.1,6706,123.1187013
339,2020/04/15 21:00,6762.4,6743,6774.5,6742.4,62.24899469
340,2020/04/15 20:00,6747.7,6762.4,6766.2,6737,42.51977082
341,2020/04/15 19:00,6771.4,6747.7,6771.4,6746.2555,460.246427
342,2020/04/15 18:00,6768.508522,6771.3,6785.9,6761.1,247.64563
343,2020/04/15 17:00,6750,6768.5,6777.5,6746,122.1663625
344,2020/04/15 16:00,6717,6750,6762.9,6705.6,107.6180617
345,2020/04/15 15:00,6735.066101,6717,6750,6707.5,411.7965727
346,2020/04/15 14:00,6741.2,6735,6779.4,6728.9,215.0310994
347,2020/04/15 13:00,6723.8,6741.188487,6759.905401,6701,356.9215851
348,2020/04/15 12:00,6786.6,6723.8,6787.645352,6700,1233.854547
349,2020/04/15 11:00,6792.1,6788,6804.690801,6756,249.2037626
350,2020/04/15 10:00,6844.8,6791.7,6873.082069,6766,289.0682419
351,2020/04/15 9:00,6851.256027,6845.5,6863.2,6838.7,154.538536
352,2020/04/15 8:00,6867.867632,6851.256027,6883.3,6841.794763,276.9861643
353,2020/04/15 7:00,6894,6871.5,6898.8,6865.2,161.7508062
354,2020/04/15 6:00,6917.1,6894,6926.1,6890.7,61.22420912
355,2020/04/15 5:00,6904.2,6917.1,6917.1,6885.6,55.55881907
356,2020/04/15 4:00,6914.016617,6904.2,6940.6,6904.2,72.63706479
357,2020/04/15 3:00,6904.076766,6914.016617,6919.724693,6886.6,61.29206397
358,2020/04/15 2:00,6881.9,6904,6909.8,6878,66.80428874
